source, question, answer, rating
3-4-18-generation,12-30-1-2-402340-1240-23-40-13-40-2-3-40-1-340-12302-340-12-401-240-1-230-2340-1340134012-402-3-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1-2-30-1-3-40-13401-2-30-1-240-12301-2301-2401-2-40-13-40234012401-340-1-340-12-3012-4012302-3400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,1-3401-3-40-12-40-134023402-3401-2-30-23401-2-40-2-340-1-340-12301-230-23-40-1-2-40-1-240124012-300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-12-402-3-4013401230-2-340-1-3-402-340-1230-134023-40-13-40-12-3012-40-2340-2-3-401-3402340-1-2300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,1-2-30-1-3-401-2-401-2302-3-4023-40-1-340-2-3-40-1-2-401240-1-2301-240-2-3401-340-12-30-23-401230-12400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,13-401230-2-3-40-23-401-2-4023-40-1-340-1-2-30-1-23012-401-2-302340-1-2-40-12-402-3-40-13-401-3-40-12400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-12-40-1-24012301-24012-3013402-3-40-1-2302340-1-2-302-3401-2-40-2-3-40124012-40-1230-1340-1-2-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1-2-4012-40-1-2401-3-4012-30-12-3023-40-1-2301-2-40-2-340-1-3-40-1240-1-3401-2-30-123013-4023402-3400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,1-2-40-2-34013-40-12-4012-401-24023-40-1-2302-340-23401-3-40-1-340-1-3-40-12-30-2-3-40-1340234012-300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,1240-12-40-23-401-240-1240-13-402-3-401-2-301340-12-30-134013-40-2-3402-340-1-2301-230-1-3-40-2-3-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1-2-302-340-1340-23-40123012-301-240-13-40-1240-1230-12-301-2-3013-402-3-40-1-3-4013401-2-40-1-2300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,1340-23-40-1-3-40123023401-2-4013-40-1240-1-230-1-34012-4023-401-3-40-12-40-2-3402-3-401-2401-3400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-23-40-1-2401-24013-4023-4012-301240-13-40-2-3402-3-40-1-23012302-340-1-2-3012-401-2-30-1240-1-2-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,1-2-3023-40-2-3-401-2402-3-401-2-401-340-1240-13401340-1-340-1-3-402-340-1-2-40-13-40-1-2401-230-1-2-300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,12-3023401-2402-3-40-1-240-2-3-401-2-30-23401-230-1-3-4012-40-12-301-2-402-340-1340-1-2-301230-23-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,23-40-1230-1-2-30-1-3-401-2-40-1-34023402-340-13-40-2-340-2-3-40-13401-3-40-12-30-234013-40-23-40-1-2400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,13-40-2-3-40-1-2401-3-401-2-401240-1-3-4013402-3-401-240-12-30-1230-12-40-23-40234012-4012-30-1-2-300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,1-24012401-2-401-340234012-301-230-12401-2-30-2-3-402-3-4012-401-3-40-1-24013-40-1-230-2-340-1-3400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-23-40-1-2-40-1230-1340-12-302-3401-2-40-1-2401-2301-2-3012-401-340-1-2-30-2-3-40-1-340-13-402-3-401-3-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-12-30-1-2401-340-23-401-23012-30-1-3-40-13-4013-40-1-2301-2-30234013401-3-401240-2-3402-3-40-12-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,23-40-1-2-30-1-230-2-3-40-1-3401-2301-2-40-12-30-23401-2-30-12-4012-4013-40-13-401340-1-2-40-1340-23-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-1-240-12-30-12-4012-3013-401-2-4023-401-2-30-1-2-40-1240-1-340-1-230-13-40-13401-240-1-3-40-23-401-3-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-23402-3-401-240-1240-1230-2-3401-2-40-12-30-1-3402-3401-230-1340-1-2-301230-1-230-1-3-40234013-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1-3402-3-401-2401340-2-3-40-12-30-1-2-402-340-13-401-340-1-2-30-23-40-2-340-1-3-40-12-40124023-40-1-2300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-13402340-1-23012-3023-402-3401-3402-3-4012-401-2-30-12-301-3-40-234013401-2-40-12-40-1-3-40-2-3-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,1-240-12-40-2-340-1-340-12-301-340-1-3-40-12302-3-40-1-24012-40134023-40-13401230-1-2-301-2-301-2-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,1-2-4013-40-12-40-2-3-401-230-23-40-1230-1-2401-2-30-1-2-40-1-3-402-3-40-12-30-1-2301-34012-4012-301-2400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,12301-3-4013-40-1-230-1-3-40-1-3401-340-2-340-13-40-13401-2-402-340-23-4023-4012-401-240-12-401-2-300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,1-340-1-2-30-1340-1-2-40-2340-12-3013401230-1-2401-2-302-3-40-23-401240-1-3-4012-302-34012-40-2-3400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-1340-1-24013-40-1-3-40-2-3401230-12-301240-12-40-23-402-340-12401-23012-40-1230-1-2301-3402-3-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,1-2-30-23-4023-401-24012402340-1-2401230-1-2-30-1-34013-401-3402-340-12-40-134013401-2-402-3-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1-230-13-4013401-340-23-40-123013-40-2340-1340-1-2402-3-4012-30-2-3401-230-1-2-402-340-1240-1-3-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-2-3-40-23-401-2-301-2401-3-402-340-1-3-4012302340-1-23012-3012-40-12-30-1340-1-2-40-1-2401-2-4013-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,23-40234013-401-230-12-302-3-40-1-3-401230-123012-30-1-2-301-3-40-1-2401-2-40-13401-240-1-23012-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,12-30-12302-3402-3-40-1340-1-2-40-2340-23-4013-401-240-1-240-2-3-401230-1240-1-340-12-401-230-1-2-300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1-340134023-4013-401-3401-2-30-1240-23-40-1-3-402-3401-230-12-401-3-40-13401240-2-3401-2-40-1-2400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1-2-3013401-2301-2-40-123012-402-340-12-30-23-4023-40-1-2-4013-40-1-240-1-340-2-3-401-240-124012-300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-12-3023402-3-401-23023-40124013401-240-1240-1340-1230-1-2-401-3-40-1-3-40-13-4013-40-1-23012-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,1-3-402-3401-2401-2-4012-30-23402340-124012-40-1-340-1-230-2-340-2-3-4023-40-1-2401-340-13-40-12-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1340-1-340-1240-2-340-1-3-4012-4023-402-3-4013-401240-12-30-2-3-401-230-1-240-1230-1-2-302-340-1-2300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,1-2401340-12-30-1-340-1-2-40-2-34023-40-13-4012-40-12401-3401-2-402-34013-40-1-2-302-3-4023401-2-300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-23-40-1-3402-340-1340-2340-12-40-124012301-340124013-401-2-40-12-301-2401-3-40-1-2302-3-40-12300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-2-340-13-40-1-3-40-2340-12-301-2-30-1-2301-230-12-401-3401-2402-340-1-2-30134012-30-23-40-1-24012300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-1-2301240-1-24023-401-3-402-34012-30-13-40-1240-1-340-12-40-1-2-301230234013-40-2-3401-340-1-2-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-13401-2-301240-12-30-1-34012-40-2340-12-40-2-340-1-230-13-40-2-3-40-123023-40-1-2-30134012301-2400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,1-2-30-134023-4013-401-2-40-1-2-402-3-40-13-40-2340-2-3-40-12-40134012-40-2-340-23-40-1-24012-301-3400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,1240-12-302-3-40-2340-1-230-2-34013-402-34012-401-2-30-1240134023401-240-1-2-401-2-40-23-40-2-3-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-1-3-401-230-1240-1-340-1340-1-2-401-2-30-13-4013-40-2-3-402340-1-240-23-40-123023-40-12-401-2-4013400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,1340-1-3-402-3-40-1-2-30-2-34013-4023-40-12-301-3-40-1-340-1-230-13-402340-1240-12-401-240124012-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,12-40123023-40-2340-13401240-1-230-2-340-1-2-30-13-401-3-40-12-3012-301-3401-230-1-340-23-40-1-2-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,2-3401-2-40-2-3-4013-401-3402-3-40-1-2-30-134012-40-12-402340-1-230-23-401230134023-40-1-3-401-2-300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1240-1-24012-4023402-340-1340-12-30-1-2-40-13-40-234013-401-2-301-230-2-3-40-1230-1-3401-2-401-2400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,13401-230-1-230-12-40-1340-2-3-4012-30-13-401-2-3012-40-2-340-12401-2-40-1-2-301-240-1-2-40123013-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-13401-2401-3401-2-40-12302-3-4012-30-1-2-30-23-40-2340-1-340-1-2-401-2-3012-40-1240-1-3-401-3-40-2-3-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-12-302-3-40-1-3-401340-2-3-40-12-401-2-40-1340124013-401-340-1-2301-3-4012-402-34012-30-1-240-2-3400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,1240-12-30-1-3-40-23401-2-40-2-340-2-3-401-240-1-340-12-40-12302-340-1-240-1-2-402-3-401-2-3012-4013400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,124012-30-124012-40134023-4013-40-1-2-30-1-34023401-230-1340-2-340-2-3-40-1-2401-3401-2401-2-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-12-40-1-3-4012-402-3-401340-1-34012401-340-1-2-401-2-4023-4012-301-230-2-3-40-2-340-1-2-301-2-30-1-2300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,1-2-401-3-40-2-3-40-23-40-12-40-1-340-1-2301-2401-3402-3-401240-1-3-40-12-30-1-240-12301340-13-401-2-300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-1-2-401-2301-240-1-340-1340-2-3-40-1-2-301-2-30-12-301-2-40-13-402-3-40-1230-124013-402-340-1-3-40-2-3400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,12-40-2340-1-340-2-3-40-1-3-401-2-30124012-3023-40-13-40-12-30-12-401-2-4013-40-23-401-2301340-2-3400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,12-40-12-30-1-34023-401340-12-40-1-2401-3-401-2-3023401240-1-2302-3-40-234012-30-1-2-30-12402-3400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-1-2301-2-30-12-30-1-2-401-23013-4012401-3-40123012-40-2340-13401-2-40-1230-12-4012-30-1-2-30-1-3400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,2340-23-40-2-340-1-2-402-3-4012-30-1340-1-2-30-1-240-1-23012401-2-40-1-3-401340-12302-3401-2401-2300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,2-3-4012301-2-40-13-40-2-340-12-4012-30-23401-24013-40-2-3-40-1-3-401340-1-2-40-1240-1230-1-340-13400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,1240-1-230-12-30-1-24013-40-2-3401-3-40-1-2-30-13-401-3402-3-401-23012301-2-402-340-2340-2-3-401-2-300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,1230-2-3-4012-3012-40-1230-1-2-30-1-230-12-301-240-1-3-401-3-4013-401340-1-2401-2-40-1-340-13-4012400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,1230-12-30-13-40-23-4023-401-2-30-1230-12-40-1-3-40-13401-23012-3013-40-1-2-301-2401-2-4012401-3-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,1-3-4012301-340-12-302-3-40-1-230-1-2-4013-40-12-40-1240-1230-1-2-30-23-40-1340124012-301-230-1-3-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1-2-40-1-3-40-1-24012-30-2-3401-2-30-13-402-340-23401-3-401-340-1-230-1-3401340-12402340-1230-13400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-2-3401-2-30-13-40-23-40-12-30-1-2-3012-40-23402-3-401340-1-23012402-340-1240-1-2-40-134012-301-3-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,23-40124012301-2402-34012-30-2-3-4012-401-340-13-40-23-40-1-2301-230-1-2-301-2-40-2340-1230-1-3-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-12-40-2-34012301-230-1-240-1-2-4012-401-240-23401-3-40-134023-4012-3013-40-23-402-340-1-230-12400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1-240-2-340-1-2-401-3-402-34012401-2301340-1-2-30234012301-240-1-340-2340-1-3-40-134012-40-2-3-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-13-40-1-3402-340-1-3-40-2-34012-30-1-2-3012-40-12301240-1-2-40-12401-24023-401-3401-2301-2-402-3-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,23-4012-301-23012-40-13-40-1-2-301-3402-3-4023401230-12-401-3-401340-12401-2-30-12-301-2-40-13400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1240-1-3-401-24023-40-12-40-13-40-134023402-340-1-230-2-3401-2301-2-401-2-3012-30-23-40-2-3-40-1-2-300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,1-340-12-301-3-401240-1230-2-3402-340-1-3-40-1-2302-3-40234023-40-12-401-2-40-1-2-40-2340-1240-1-2-300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-23-40-1-3401230-1-2-301-2-30-12-30-13401-3-40-1-240-1-2302-3-401240-12-40-2340-12301-2-4012-4023400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1-340-1-230-1240-23-402-3401-2-3012-4012-30-1-2-402340-2-3-401240-1-2-301-3-401-230-1340-2340-12-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,13-40-2-3-40-12-3012301340-2-3401-3-40-1-2401-2-40-234023402-340-1340-1-2-30-23-401-34012-301-2-300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-1-2-301-340-23401-3-4023-40-2-340-13-40-12-30-23-401340-1230-12-401-2-401230-2-3-40-1-3-40-1-23012-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,1-3-40-1230-1-240-1-2-40-1-3401340-12-401-240-1-2-30-13-401230-23-401-340-13401-230-2-3402-3-40-1-2300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-13-40-23-401-240-2340-2-3-40-2-34012-401-2-30-1-2401-2301-2-40-12302340-1-2-4023-40-12-3013-402-3400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-234023-40-12-30-2-340-13-4012-301-2-40124013402340-1340-2-3-40-1-2401-2401-2-3013-401-3-40-12300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,23-40-23-40-1-230-1-3402-340-1-3-40-1-2-301-2-30-13401240-123012301-2-4012-402340-2-3-40-2-3401-3400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,13-40-1-3-40-2-3401-3401-240-1-230-12401-2-30134012-30-2340-12-30-1-2402-3-401-3-4023401-2-40-2-3-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-23-40-1-3-40134012-301-240-1340-1-2301-2-40-1240-12-40-2-3-40-2-3401-3-40-1-240-13-4023-401-340-1-2-300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,2-3-40-2340-2-3401-240-1-240-23-40-13-40-13401-2301240-12-40-1240-12-3013-4012-30-1-3402-34012300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,12402-340-12-40-13-40-1-2301-2-40-1230-2340-2-340-2-3-402-3-401-230-1-2-4013401-2401-3-4012-40-1-3400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1-2-40-1-34012301-230-2-3-40-1-230-1340-12-401-2-3012-40-12-301-2-401-340-1-240-1-2-3012-301240-12300000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-1240-1-2-30-2-3-40-1-3401-2301-3-40-1340-2340-13-4013-40-1-3-4012-401240-12-40-23-402-340-1-23012-300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,1-2-30-2-340-134012-40-1-240-1-2301-2-401-3401240-12-30-12-40-234023-40-1-3-40-12302-3-402-340-23-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,23-401-2-40-123013401-230-1-24012-40-23401230-1-2-301-240-2-340-1-340-12-30-13-40-1-2302-340-12-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,1-2-40-1-340-2-340-1-230-1-2401-2-301230-13-40-12-30-1230-23401-340-1340-2-3-4012-40-1240124023-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,12302340-12-301-230-1-2-4013-401240-13-40-1-230-2-3401-340-2-3-40-23-40-12-401-240-1-3402-34023-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-1-340-12-4012-40-13-40-2-34013-401-3401-230-1-230-1-240-12-302-3401-2-301-3-401-240-12301240-13400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,2-3-40-1-2-30-12-30-123023-401-23013-4012-401-340-1-2301230-1340-13-401-240-1240-2340-2-3-40-1-3-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,13-401-2-401-340-2-3-40-1-2301-240-12-30-1-3-40-2-340-23-40-2340-1-2-301230-1-2-40-13401-3-40124023-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,2-3401-240-2-3-4013-401-230-12-4023-4012-40-12301240-12-301-340-1-3402-3-4013401-2-40-1-2-301-2-300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,2340-12401-230-1-3401340-2-3-40-1-240-1-230-1-2-4023-401-3-40-12-3012-40-1-3-40-13-40-23-402-340-1-2-300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,1-340-1-2301-2401-2-302-3-40-1-2-40-2-340-1-2-302-340-234013401230-12-401-230-1340-12-30-124013-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,12-40-12-3012401-2-302-340-13-4012-30-2-34013401230-1-24013-40-1230-1-340-23-40-23401-2-401-2400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-23-401-2-401240-2340-1-3-402-3-401-2401-2301-3-40-2-3-40-2-340-12302-34013-40-12-4012-40-1-24023-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-2-3-402-3401340-1-2-301-3401-2-40-12-401-23012-30-234013-4012401-3-40-23-4012-40-12-30-1340-1-3400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,12-401-2-30-1340-1-230-12-302-3-401-3-40-2340-2-340-12401230-2-3-40-12-401-340-12301-24012-30-1-2-300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-2-340-1-3-401-2-30-1-230-2-3-4012-3013-401230-1230-13401-23023402-3-40-1-2-301-2-40-13-40-1-2-4023-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,12-402340-2-3-401-240-1-2-30-1-2-40-1340-13-40-1-3-401-2-30-23-401-340-12402-3-4023-401240-2-340-23400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-12301230-1-2401-2-301-2-402-3-40-23-40-1340-2-3401-230-1-2-3013-40-1-3-40-2-3-40-23402340-13-40-1-3400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-1-240-12-30-2-3-40-1-3-40-13401-3-40-123023-401-2-401-240-13-401-230-1240-12-40-1-2-3023401340-1-2300000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-12-4023-4012401-240-1-2301-2-40-1240-13-40-1-3401-340-1-240-23-40-1-3-40-123013-40-1-2-301230-1-2-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-1-3-40-1-2-30-13402-3401340-2-340-2-3-401-340-12301-2401-2-4012-401-3-40-13-40-1-240-1240124023-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,13-40-2-340-1-3401-2-30-1-240-12301-34012401230-1-2-30-12-40-12402-3402-3-40-2340-13-401-230-1-2-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,1-2-30-1240-2-340-1-2-401-2-402-3-40-23-401-340-1-3401240-13-40-1-240-1-2-30-2-3-401-2401-3-40-1-3-4012-400000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,90
3-4-18-generation,-12-401230-2-340-2-3-401-2-40-1230-13-401-2401-2-30-1240-13401-34023401-2302-3401340-234013-400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
3-4-18-generation,-1-2-40-1240-23-401-2-40-234012-301-3-4013-40-1-34023-4012-402-3-40-1230-1-230-1-3-40-13-40134023400000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,90
